centro_titularidad,centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_desc_abreviada,centro_tipo_descripcion,centro_titular,contacto_email1,contacto_fax,contacto_telefono1,contacto_telefono2,contacto_telefono3,contacto_telefono4,contacto_web,dat_codigo,dat_nombre,direccion_codigo_postal,direccion_coor_x,direccion_coor_y,direccion_numero,direccion_via_nombre,direccion_via_tipo,distrito_codigo,distrito_nombre,municipio_codigo,municipio_nombre,promedio_x,promedio_y,distancia
PÚBLICO,28022797,SAN PIO X,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sanpiodecimo.majadahonda@educa.madrid.org,916345336,916387427,"","","",http://www.educa.madrid.org/cp.sanpiodecimo.majadahonda,4,Madrid-Oeste,28220,426053,4480944,5,Reyes Católicos,AVDA,"","",080,Majadahonda,440157.3842874543,4474481.943970768,15514.245848674835
PRIVADO CONCERTADO,28022803,VIRGEN DE LOURDES,021,CPR EE,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,FUNDACIÓN PROMIVA,cc.virgendelourdes.majadahonda@educa.madrid.org,916385169,916383511,"","","",http://colegiovirgendelourdes.es,4,Madrid-Oeste,28220,425271,4478690,k. 2,M-516 (Boadilla),CTRA,"","",080,Majadahonda,440264.7489361702,4474293.580851064,15625.01227180431
PRIVADO CONCERTADO,28022839,MARIA AUXILIADORA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",J.L. DE ORIOL-CATALINA DE URQUIJO DE Mª AUXIL.Y S.JUAN BOSCO,cc.mauxiliadora.majadahonda@educa.madrid.org,"",913077712,"","","",http://colegiosalesianasmajadahonda.com/,4,Madrid-Oeste,28221,428904,4480744,4,Virgen de Iciar,CALLE,"","",080,Majadahonda,440264.7489361702,4474293.580851064,13064.24600149781
PÚBLICO,28022864,VIRGEN DE LA PEÑA SACRA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.penasacra.manzanares@educa.madrid.org,918530566,918530566,918539477,"","",http://www.educa.madrid.org/cp.penasacra.manzanares,1,Madrid-Norte,28410,426702,4508859,9,de Segovia,CALLE,"","",082,Manzanares el Real,440157.3842874543,4474481.943970768,36916.51862730346
PÚBLICO,28022876,SAN SEBASTIAN,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sansebastian.meco@educa.madrid.org,918860180,918860180,"","","",http://www.educa.madrid.org/cp.sansebastian.meco,3,Madrid-Este,28880,472635,4489072,35,de la Estación,CALLE,"","",083,Meco,440157.3842874543,4474481.943970768,35604.28706360978
PÚBLICO,28022888,JARAMA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.jarama.mejorada@educa.madrid.org,916680942,916790520,"","","",http://www.educa.madrid.org/cp.jarama.mejorada,3,Madrid-Este,28840,458831,4471835,6,del Doctor Gonzalo Sierra,CALLE,"","",084,Mejorada del Campo,440157.3842874543,4474481.943970768,18860.28197467412
PÚBLICO,28022891,VICENTE ALEIXANDRE,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.vicentealeixandre.miraflores@educa.madrid.org,918445212,918443873,918441947,"","",http://www.educa.madrid.org/cp.vicentealeixandre.miraflores,1,Madrid-Norte,28792,435977,4518028,29,de la Constitución,AVDA,"","",085,Miraflores de la Sierra,440157.3842874543,4474481.943970768,43746.25250797863
PRIVADO CONCERTADO,28022918,SAN PABLO,015,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,HNAS. DE LA CARIDAD DEL SGDO. CORAZON DE JESUS,cc.sanpablo.miraflores@educa.madrid.org,918443579,918443579,"","","",http://sanpablo.corazonistas.org,1,Madrid-Norte,28792,436029,4518663,s/n,San Pablo,CALLE,"","",085,Miraflores de la Sierra,440264.7489361702,4474293.580851064,44571.144529440004
PÚBLICO,28022943,NUESTRA SEÑORA DEL REMOLINO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.remolino.elmolar@educa.madrid.org,918410738,918410285,918411229,"","",http://www.educa.madrid.org/cp.remolino.elmolar,1,Madrid-Norte,28710,450950,4509748,8,de San Isidro,CALLE,"","",086,"Molar, El",440157.3842874543,4474481.943970768,36880.553978697695
PÚBLICO,28022967,DIVINO MAESTRO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.divinomaestro.losmolinos@educa.madrid.org,918553324,918553575,620971906,"","",http://www.educa.madrid.org/cp.divinomaestro.losmolinos,4,Madrid-Oeste,28460,408719,4507605,20,Calvario,CALLE,"","",087,Molinos. Los,440157.3842874543,4474481.943970768,45667.37180221028
PÚBLICO,28022980,SANTA TERESA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.santateresa.moraleja@educa.madrid.org,916005122,916094257,916005122,"","",http://www.educa.madrid.org/cp.santateresa.moraleja,2,Madrid-Sur,28950,427325,4457229,59,Mirasierra,CALLE,"","",089,Moraleja de Enmedio,440157.3842874543,4474481.943970768,21501.95717043815
PÚBLICO,28022992,SAN MIGUEL ARCANGEL,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sanmiguel.moralzarzal@educa.madrid.org,918576997,918576502,"","","",http://www.educa.madrid.org/cp.sanmiguel.moralzarzal,4,Madrid-Oeste,28411,417440,4503145,41,de Alpedrete,CMNO,"","",090,Moralzarzal,440157.3842874543,4474481.943970768,36573.90230476892
PÚBLICO,28023005,CLAUDIO VAZQUEZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.claudiovazquez.morata@educa.madrid.org,918763506,918739083,918730278,"","",http://www.educa.madrid.org/cp.claudiovazquez.morata,3,Madrid-Este,28530,462549,4453470,1,del Grupo Escolar,CALLE,"","",091,Morata de Tajuña,440157.3842874543,4474481.943970768,30706.452801471678
PÚBLICO,28023017,ANDRES TORREJON,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.andrestorrejon.mostoles@educa.madrid.org,916480429,916461167,"","","",http://www.educa.madrid.org/cp.andrestorrejon.mostoles,2,Madrid-Sur,28931,427282,4464318,2,Juan de Austria,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,16403.697070798764
PÚBLICO,28023029,BEATO SIMON DE ROJAS,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.beatosimonderoj.mostoles@educa.madrid.org,916642560,916131314,"","","",http://www.educa.madrid.org/cp.beatosimonderoj.mostoles,2,Madrid-Sur,28931,426704,4464353,3,de Goya,PASEO,"","",092,Móstoles,440157.3842874543,4474481.943970768,16840.102575366793
PRIVADO,28023030,LICEO VILLA FONTANA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",ASESORIA DIDACTICA S.A.,director@liceovf.eu,"",916459211,"","","",http://www.liceovf.eu,2,Madrid-Sur,28936,427706,4463450,27,de Carlos V,AVDA,"","",092,Móstoles,439602.9362934363,4476838.754826255,17910.77466129401
PRIVADO CONCERTADO,28023066,VILLA DE MOSTOLES,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","GRUPO EDUCATIVO VILLA DE MOSTOLES, S.L.",cc.villademostoles.mostoles@educa.madrid.org,916457401,916453055,"","","",www.colegio-villademostoles.com,2,Madrid-Sur,28938,427149,4462893,40,Camino de Humanes,CALLE,"","",092,Móstoles,440264.7489361702,4474293.580851064,17378.035386610823
PRIVADO CONCERTADO,28023081,BALMES,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","PROBAL XXI, S.L.L.",cc.balmes.mostoles@educa.madrid.org,"",916474159,651534156,"","",https://colegiobalmesmostoles.es/,2,Madrid-Sur,28935,425613,4463321,2,del Río Llobregat,CALLE,"","",092,Móstoles,440264.7489361702,4474293.580851064,18304.95226493918
PRIVADO CONCERTADO,28023091,LA INMACULADA,008,EIPR,ESCUELA INFANTIL PRIVADA,FUNDACION ARENALES,direccion@escuelainfantillainmaculada.es,"",916130601,"","","","",2,Madrid-Sur,28937,426902,4463978,6,de la Malvarrosa,CALLE,"","",092,Móstoles,440264.7489361702,4474293.580851064,16881.18086586235
PÚBLICO,28023108,ANTONIO HERNANDEZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.antoniohernandez.mostoles@educa.madrid.org,916140148,916133008,"","","",http://www.educa.madrid.org/cp.antoniohernandez.mostoles,2,Madrid-Sur,28933,426115,4464834,13,del Pintor Velázquez,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,17037.352474478477
PÚBLICO,28023111,JUAN PEREZ VILLAAMIL,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.perezvillamil.mostoles@educa.madrid.org,916480820,916480871,916480820,"","",http://www.educa.madrid.org/cp.perezvillamil.mostoles,2,Madrid-Sur,28936,427384,4463207,"","Veracruz, 34 duplicado",CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,17037.714274483453
PRIVADO CONCERTADO,28023121,COLEGIO VILLAEUROPA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COLEGIO VILLAEUROPA SDAD.COOP.MADRILEÑA,cc.villaeuropa.mostoles@educa.madrid.org,916640700,916170269,"","","",http://www.colegio-villaeuropa.com,2,Madrid-Sur,28935,425383,4463946,13,de Benito Pérez Galdós,CALLE,"","",092,Móstoles,440264.7489361702,4474293.580851064,18125.64152984689
PÚBLICO,28023145,ANTUSANA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.antusana.mostoles@educa.madrid.org,916463087,916471347,"","","",http://www.educa.madrid.org/cp.antusana.mostoles,2,Madrid-Sur,28935,425203,4463079,60,del Río Sil,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,18805.86984474075
PÚBLICO,28023157,FEDERICO GARCIA LORCA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.garcialorca.mostoles@educa.madrid.org,916643568,916189736,916149512,"","",http://www.educa.madrid.org/cp.garcialorca.mostoles,2,Madrid-Sur,28932,427232,4465139,26,de Francisco Javier Sauquillo,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,15948.54730122078
PÚBLICO,28023194,FELIPE TRIGO,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.felipetrigo.mostoles@educa.madrid.org,916178163,916138035,916138598,"","",http://www.educa.madrid.org/ies.felipetrigo.mostoles,2,Madrid-Sur,28935,425173,4463689,66,del Pintor Velázquez,CALLE,"","",092,Móstoles,440157.3842874543,4474481.943970768,18466.71091532653
PRIVADO CONCERTADO,28023224,NUESTRA SEÑORA DEL CARMEN,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL,cc.nscarmen.mostoles@educa.madrid.org,916456118,916456723,"","","",http://www.carmenmostoles.es/,2,Madrid-Sur,28938,427059,4463410,4,Chile,CALLE,"","",092,Móstoles,440264.7489361702,4474293.580851064,17112.689359268123
PÚBLICO,28023273,PRINCIPE DE ASTURIAS,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.principeasturias.navacerrada@educa.madrid.org,918535213,918535129,"","","",http://www.educa.madrid.org/cp.principeasturias.navacerrada,4,Madrid-Oeste,28491,413855,4508566,2,del Rosal,AVDA,"","",093,Navacerrada,440157.3842874543,4474481.943970768,43052.7385262397
PÚBLICO,28023297,CARLOS RUIZ,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.carlosruiz.navalcarnero@educa.madrid.org,918113817,918110553,"","","",http://www.educa.madrid.org/cp.carlosruiz.navalcarnero,2,Madrid-Sur,28600,414116,4460179,3,de Luis Zapata,CALLE,"","",096,Navalcarnero,440157.3842874543,4474481.943970768,29710.737147331005
PRIVADO CONCERTADO,28023315,SAN LUIS GONZAGA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","CENTRO DE ESTUDIOS SAN LUIS GONZAGA, S.L.",cc.sanluisgonzaga.navalcarnero@educa.madrid.org,918110915,918110915,"","","",http://www.sanluisgonzaga.org,2,Madrid-Sur,28600,414548,4459945,5,Don José María lópez malla,CALLE,"","",096,Navalcarnero,440264.7489361702,4474293.580851064,29448.819132276476
PÚBLICO,28023327,CARMEN MARTIN GAITE,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.carmenmartingai.navalcarnero@educa.madrid.org,918113761,918110565,918114734,"","",http://www.educa.madrid.org/ies.carmenmartingai.navalcarnero,2,Madrid-Sur,28600,413293,4460168,s/n,DE CADALSO DE LOS VIDRIOS,CTRA,"","",096,Navalcarnero,440157.3842874543,4474481.943970768,30439.844532163777
PÚBLICO,28023364,ISABEL LA CATOLICA,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.isabellacatolica.navas@educa.madrid.org,918650790,918650536,689563428,"","",http://www.educa.madrid.org/cp.isabellacatolica.navas,2,Madrid-Sur,28695,393905,4471644,s/n,VÍA OLÍMPICA,CALLE,"","",099,Navas del Rey,440157.3842874543,4474481.943970768,46339.36747794004
PRIVADO CONCERTADO,28023376,INTERNACIONAL EUROVILLAS,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COLEGIO INTERNACIONAL EUROVILLAS S.L.,cc.internacionaleurovillas.nuevobaztan@educa.madrid.org,918734123,918735282,"","","",http://www.educa.madrid.org/cc.internacionaleurovillas.nuevobaztan,3,Madrid-Este,28514,476899,4467089,107,Posada de Castilla I,CALLE,"","",100,Nuevo Baztán,440264.7489361702,4474293.580851064,37335.96572002972
PÚBLICO,28023388,JUAN DE GOYENECHE,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.goyeneche.nuevobaztan@educa.madrid.org,918734258,918735070,"","","",http://www.educa.madrid.org/cp.goyeneche.nuevobaztan,3,Madrid-Este,28514,479335,4467786,1,Glasgow,AVDA,"","",100,Nuevo Baztán,440157.3842874543,4474481.943970768,39745.70717171313
PÚBLICO,28023443,VIRGEN DE LA RIBERA FUND. HNOS.,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.ribera.paracuellos@educa.madrid.org,916580244,916580244,"","","",http://www.educa.madrid.org/web/cp.ribera.paracuellos,3,Madrid-Este,28860,454982,4484461,23,Torrelaguna,CALLE,"","",104,Paracuellos de Jarama,440157.3842874543,4474481.943970768,17870.388643205624
PÚBLICO,28023480,CIUDAD DE MERIDA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.ciudaddemerida.parla@educa.madrid.org,916992958,916057711,"","","",http://www.educa.madrid.org/cp.ciudaddemerida.parla,2,Madrid-Sur,28981,434454,4453704,11,Juan Carlos I,AVDA,"","",106,Parla,440157.3842874543,4474481.943970768,21546.49734835678
PÚBLICO,28023534,MAGERIT,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.magerit.parla@educa.madrid.org,916989312,916992950,"","","",http://www.educa.madrid.org/cp.magerit.parla,2,Madrid-Sur,28981,434410,4453582,6,Juan Carlos I,AVDA,"","",106,Parla,440157.3842874543,4474481.943970768,21675.794890358902
PÚBLICO,28023546,VIRGEN DEL CARMEN,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.carmen.parla@educa.madrid.org,916056141,916994913,"","","",http://www.educa.madrid.org/cp.carmen.parla,2,Madrid-Sur,28981,434154,4455267,s/n,Fuenlabrada,CALLE,"","",106,Parla,440157.3842874543,4474481.943970768,20130.938743699917
PÚBLICO,28023637,NUESTRA SEÑORA DEL CASTILLO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.castillo.perales@educa.madrid.org,918748122,918748122,"","","",http://www.educa.madrid.org/cp.castillo.perales,3,Madrid-Este,28540,470031,4453530,7,de Morata,CTRA,"","",110,Perales de Tajuña,440157.3842874543,4474481.943970768,36488.58550142838
PÚBLICO,28023662,ISABEL LA CATOLICA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.isabellacatolica.pinto@educa.madrid.org,916925099,916911057,"","","",http://www.educa.madrid.org/cp.isabellacatolica.pinto,2,Madrid-Sur,28320,440339,4455422,8,de San Nicolás,CALLE,"","",113,Pinto,440157.3842874543,4474481.943970768,19060.809228252892
PÚBLICO,28023674,EL PRADO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.elprado.pinto@educa.madrid.org,916914648,916911106,"","","",http://www.educa.madrid.org/cp.elprado.pinto,2,Madrid-Sur,28320,441058,4455470,9,de la Cañada Real de la Mesta,CALLE,"","",113,Pinto,440157.3842874543,4474481.943970768,19033.263572212138
PRIVADO CONCERTADO,28023698,NUESTRA SEÑORA DE LA PROVIDENCIA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",RELIGIOSAS TEATINAS DE LA INMACULADA CONCEPCIÓN,cc.nsdelaprovidencia.pinto@educa.madrid.org,916922795,916910303,916911576,"","","",2,Madrid-Sur,28320,439965,4454906,1,de San José,CALLE,"","",113,Pinto,440264.7489361702,4474293.580851064,19389.897902807046
PRIVADO CONCERTADO,28023704,SAGRADA FAMILIA,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",FUNDACION EDUCATIVA SANTO DOMINGO,cc.sagradafamilia.pinto@educa.madrid.org,916922597,916911026,"","","",http://www.educa.madrid.org/cc.sagradafamilia.pinto,2,Madrid-Sur,28320,440767,4454763,3,de la Sagrada Familia,CALLE,"","",113,Pinto,440264.7489361702,4474293.580851064,19537.037761929736
PRIVADO CONCERTADO,28023716,SANTO DOMINGO DE SILOS,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",L.I.C.A.E.N.S.A.,cc.santodomingodesilos.pinto@educa.madrid.org,916920696,916912950,"","","",http://www.santodomingodesilos.org,2,Madrid-Sur,28320,440830,4454574,7,de Santa Teresa,CALLE,"","",113,Pinto,440264.7489361702,4474293.580851064,19727.680494848177
PÚBLICO,28023741,LOS ANGELES,070,CP INF-PRI-SEC,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",COMUNIDAD DE MADRID,cp.losangeles.pozuelodealarcon@educa.madrid.org,915180145,917116584,691833070,"","",http://www.educa.madrid.org/cp.losangeles.pozuelodealarcon,4,Madrid-Oeste,28223,433426,4472530,5,Diego de Velázquez,CALLE,"","",115,Pozuelo de Alarcón,440157.3842874543,4474481.943970768,7008.681736989017
PÚBLICO,28023807,ASUNCION DE NUESTRA SEÑORA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.asuncion.pozuelodealarcon@educa.madrid.org,917151253,917151253,"","","",http://www.educa.madrid.org/cp.asuncion.pozuelodealarcon,4,Madrid-Oeste,28223,430784,4476625,12,Tahona,CALLE,"","",115,Pozuelo de Alarcón,440157.3842874543,4474481.943970768,9615.249458268037
PRIVADO CONCERTADO,28023819,RETAMAR,073,CPR PRI-SEC,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,"RETAMAR, S.A.",cc.retamar.pozuelodealarcon@educa.madrid.org,910085805,917141022,"","","",retamar.com,4,Madrid-Oeste,28223,431848,4475505,22,Pajares,CALLE,"","",115,Pozuelo de Alarcón,440264.7489361702,4474293.580851064,8503.48158161883
PRIVADO CONCERTADO,28023832,SAN JOSE DE CLUNY,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",FUNDACION EDUCATIVA SAN JOSE DE CLUNY,cc.sanjosecluny.pozuelodealarcon@educa.madrid.org,913524025,913520648,"","","",http://www.clunypozuelo.es,4,Madrid-Oeste,28224,431662,4477754,7,Juan XXIII,AVDA,"","",115,Pozuelo de Alarcón,440264.7489361702,4474293.580851064,9272.636623156319
PRIVADO CONCERTADO,28023844,HOGAR DEL BUEN CONSEJO,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",FRANCISCANAS DE NTRA. SRA. DEL BUEN CONSEJO,cc.hbconsejo.pozuelodealarcon@educa.madrid.org,917157926,913520181,"","","",http://www.buen-consejo.com,4,Madrid-Oeste,28224,431880,4478081,12,Concepción,PASEO,"","",115,Pozuelo de Alarcón,440264.7489361702,4474293.580851064,9200.46512586911
PRIVADO,28023868,SAN LUIS DE LOS FRANCESES,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",OBRA BENEFICA SAN LUIS DE LOS FRANCESES,info@stlouisfrancais.com,913510843,913520517,"","","","",4,Madrid-Oeste,28223,431187,4476511,1,de Portugalete,CALLE,"","",115,Pozuelo de Alarcón,439602.9362934363,4476838.754826255,8422.31600697287
PÚBLICO,28023881,DIVINO MAESTRO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.divinomaestro.pozuelodealarcon@educa.madrid.org,917158893,917158893,"","","",http://www.educa.madrid.org/cp.divinomaestro.pozuelodealarcon,4,Madrid-Oeste,28223,431288,4476193,11,Cirilo Palomo,CALLE,"","",115,Pozuelo de Alarcón,440157.3842874543,4474481.943970768,9032.922582072384
PRIVADO CONCERTADO,28023893,GIL GAYARRE,021,CPR EE,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,FUNDACION GIL GAYARRE,cc.gayarre.pozuelodealarcon@educa.madrid.org,913525589,"",913520940,"","",http://www.educa.madrid.org/cc.gayarre.pozuelodealarcon,4,Madrid-Oeste,28223,429264,4476498,k. 2,Majadahonda,CTRA,"","",115,Pozuelo de Alarcón,440264.7489361702,4474293.580851064,11219.444769722117
PÚBLICO,28023911,GERARDO DIEGO,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.gerardodiego.pozuelodealarcon@educa.madrid.org,913523965,913521003,917157163,"","",http://www.educa.madrid.org/ies.gerardodiego.pozuelodealarcon,4,Madrid-Oeste,28224,433232,4477228,s/n,Irlanda,CALLE,"","",115,Pozuelo de Alarcón,440157.3842874543,4474481.943970768,7449.951090081167
PÚBLICO,28023923,SAN JOSE OBRERO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.sanjoseobrero.pozuelodealarcon@educa.madrid.org,913513862,917152382,"","","",http://www.educa.madrid.org/cp.sanjoseobrero.pozuelodealarcon,4,Madrid-Oeste,28223,432492,4477294,21,San José Obrero,CALLE,"","",115,Pozuelo de Alarcón,440157.3842874543,4474481.943970768,8164.911229516987
PRIVADO CONCERTADO,28023935,INSTITUTO VERITAS,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",ASOCIACION CIVIL INSTITUCION TERESIANA,cc.veritas.pozuelodealarcon@educa.madrid.org,"",913520547,913520548,913520549,620591172,http://www.educa.madrid.org/cc.veritas.pozuelodealarcon,4,Madrid-Oeste,28223,432935,4474131,2,Radio y Televisión,AVDA,"","",115,Pozuelo de Alarcón,440264.7489361702,4474293.580851064,7331.551813935487
PRIVADO CONCERTADO,28023947,ESCUELAS PIAS DE SAN FERNANDO,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",ESCUELAS PIAS PROVINCIA BETANIA,cc.escuelaspiassanfernando.pozuelodealarcon@educa.madrid.org,913529833,917150408,607631091,"","",http://www.escolapiospozuelo.es/,4,Madrid-Oeste,28224,431176,4477665,1,Bularas,AVDA,"","",115,Pozuelo de Alarcón,440264.7489361702,4474293.580851064,9693.906555282376
PRIVADO,28023984,EVEREST,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",CONGREGACION DE LOS LEGIONARIOS DE CRISTO,aserrano@everestschool.es,917992929,917994888,666128991,"","",http://www.everestschool.es/,4,Madrid-Oeste,28223,428168,4477108,s/n,de Monteclaro,AVDA,"","",115,Pozuelo de Alarcón,439602.9362934363,4476838.754826255,11438.105656031115
PRIVADO,28023996,LICEO SOROLLA C,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",ANGEL LLORENTE GUTIERREZ,jmbrusint@liceosorolla.es,917152662,913512345,917150499,"","",http://colegioliceosorolla.es,4,Madrid-Oeste,28224,431100,4477703,4,Bularas,AVDA,"","",115,Pozuelo de Alarcón,439602.9362934363,4476838.754826255,8546.744721271196
